room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
0.0,2.0,4.0,1.67,58.0,75
1.0,3.0,149.0,2.33,242.0,179
1.0,4.0,26.0,0.49,0.0,99
1.0,2.0,45.0,2.84,42.0,200
0.0,1.0,90.0,3.31,273.0,35
1.0,1.0,1.0,1.0,216.0,499
1.0,2.0,2.0,0.3,347.0,125
0.0,4.0,10.0,0.58,88.0,60
0.0,3.0,5.0,0.36,13.0,80
1.0,1.0,310.0,13.27,23.0,50
1.0,3.0,2.0,0.27,45.0,125
1.0,4.0,4.0,0.11,0.0,300
0.0,2.0,33.0,0.52,201.0,75
1.0,5.0,19.0,0.33,192.0,345
0.0,1.0,2.0,0.04,0.0,59
1.0,3.0,1.0,0.88,84.0,190
0.0,1.0,23.0,8.73,161.0,53
1.0,3.0,1.0,0.05,0.0,199
1.0,2.0,34.0,1.73,15.0,110
0.0,4.0,10.0,2.44,307.0,38
0.0,3.0,1.0,0.06,0.0,55
1.0,2.0,6.0,2.5,328.0,227
0.0,2.0,115.0,1.18,0.0,79
0.0,2.0,47.0,3.12,134.0,60
1.0,2.0,19.0,3.37,28.0,365
1.0,4.0,7.0,0.12,0.0,300
0.0,1.0,16.0,3.64,0.0,80
0.0,3.0,8.0,0.24,365.0,269
1.0,1.0,110.0,2.47,134.0,375
1.0,1.0,23.0,9.58,109.0,225
1.0,4.0,2.0,0.04,0.0,135
1.0,5.0,52.0,1.54,271.0,240
1.0,3.0,28.0,4.24,141.0,135
1.0,3.0,1.0,0.57,186.0,89
1.0,4.0,23.0,0.31,11.0,250
1.0,1.0,4.0,0.15,0.0,51
1.0,1.0,1.0,1.0,363.0,130
0.0,1.0,61.0,0.81,335.0,72
1.0,4.0,196.0,4.3,125.0,261
1.0,3.0,12.0,0.24,364.0,510
0.0,1.0,2.0,0.06,0.0,75
1.0,4.0,45.0,1.66,49.0,200
0.0,2.0,23.0,2.09,104.0,90
0.0,3.0,21.0,0.78,177.0,69
1.0,2.0,58.0,3.39,62.0,110
1.0,6.0,1.0,0.16,88.0,225
0.0,4.0,28.0,0.8,99.0,59
0.0,5.0,7.0,0.22,80.0,65
0.0,1.0,7.0,0.15,344.0,55
1.0,2.0,7.0,2.08,331.0,241
0.0,1.0,2.0,0.8,0.0,49
1.0,3.0,17.0,0.36,77.0,90
1.0,3.0,6.0,0.17,0.0,75
1.0,3.0,38.0,0.81,36.0,180
0.0,1.0,8.0,0.34,0.0,65
1.0,4.0,6.0,1.14,83.0,105
0.0,1.0,3.0,0.22,0.0,40
1.0,2.0,51.0,1.72,300.0,184
1.0,3.0,58.0,4.09,70.0,135
0.0,1.0,5.0,0.2,0.0,60
0.0,2.0,150.0,3.19,54.0,159
0.0,4.0,20.0,0.9,3.0,50
0.0,2.0,1.0,0.04,0.0,37
1.0,1.0,54.0,5.61,326.0,87
0.0,1.0,3.0,3.0,179.0,50
0.0,1.0,26.0,2.36,365.0,60
1.0,2.0,10.0,0.22,0.0,125
0.0,1.0,67.0,1.11,307.0,55
0.0,2.0,5.0,0.71,78.0,130
1.0,4.0,3.0,1.8,9.0,94
1.0,4.0,3.0,0.05,0.0,110
1.0,5.0,2.0,0.06,0.0,160
1.0,1.0,2.0,2.0,55.0,160
0.0,2.0,10.0,2.34,14.0,90
1.0,2.0,22.0,1.57,3.0,200
1.0,4.0,39.0,2.03,21.0,135
1.0,6.0,6.0,0.3,0.0,128
0.0,1.0,3.0,0.06,0.0,65
1.0,2.0,139.0,3.6,73.0,186
0.0,1.0,23.0,4.63,100.0,55
1.0,2.0,11.0,0.46,128.0,120
0.0,2.0,50.0,2.35,246.0,89
1.0,4.0,4.0,0.07,0.0,130
0.0,2.0,2.0,0.32,16.0,75
0.0,4.0,3.0,0.32,0.0,75
1.0,3.0,40.0,1.08,327.0,150
0.0,1.0,4.0,0.11,0.0,130
1.0,4.0,2.0,0.16,0.0,149
0.0,1.0,1.0,0.02,0.0,35
1.0,5.0,4.0,0.31,42.0,159
2.0,2.0,6.0,1.78,31.0,32
0.0,2.0,189.0,2.63,0.0,99
1.0,10.0,4.0,0.17,0.0,150
1.0,2.0,207.0,3.46,166.0,197
1.0,2.0,10.0,0.72,104.0,350
1.0,3.0,16.0,0.4,66.0,245
0.0,1.0,3.0,0.05,0.0,75
1.0,3.0,81.0,0.71,198.0,140
1.0,3.0,1.0,0.02,0.0,150
0.0,4.0,1.0,0.05,0.0,50
1.0,1.0,130.0,3.48,258.0,79
0.0,1.0,2.0,0.08,0.0,45
0.0,2.0,8.0,0.23,0.0,100
0.0,7.0,1.0,0.05,0.0,41
0.0,1.0,37.0,3.31,364.0,55
2.0,1.0,12.0,1.0,360.0,38
1.0,2.0,8.0,0.31,1.0,120
0.0,1.0,2.0,0.14,0.0,72
0.0,1.0,32.0,8.5,22.0,65
1.0,2.0,4.0,0.13,0.0,80
0.0,1.0,25.0,3.52,169.0,107
1.0,3.0,143.0,2.95,252.0,145
0.0,1.0,88.0,3.66,0.0,70
1.0,1.0,7.0,0.96,218.0,137
1.0,2.0,14.0,1.28,250.0,199
1.0,2.0,5.0,0.12,0.0,125
0.0,2.0,39.0,1.53,84.0,49
0.0,2.0,14.0,1.52,3.0,70
0.0,1.0,22.0,0.96,339.0,45
0.0,1.0,159.0,4.34,84.0,75
0.0,3.0,23.0,1.1,28.0,80
1.0,3.0,15.0,0.43,4.0,198
1.0,2.0,3.0,1.13,179.0,199
0.0,3.0,260.0,2.35,278.0,89
0.0,3.0,48.0,0.68,340.0,62
0.0,1.0,9.0,0.85,179.0,120
1.0,1.0,77.0,1.25,252.0,290
0.0,3.0,4.0,0.16,0.0,47
1.0,2.0,92.0,2.02,54.0,120
1.0,5.0,13.0,0.42,0.0,122
0.0,2.0,19.0,1.95,356.0,65
0.0,1.0,62.0,1.35,257.0,40
0.0,4.0,33.0,4.36,86.0,39
0.0,3.0,2.0,0.22,0.0,53
1.0,2.0,12.0,1.16,19.0,154
0.0,3.0,18.0,1.04,0.0,50
1.0,1.0,8.0,0.16,0.0,200
1.0,7.0,1.0,0.01,0.0,150
1.0,4.0,10.0,0.4,0.0,200
0.0,5.0,33.0,1.96,176.0,47
1.0,3.0,1.0,0.03,0.0,159
1.0,3.0,123.0,1.29,287.0,145
0.0,2.0,14.0,1.85,365.0,65
0.0,2.0,4.0,1.82,350.0,40
0.0,2.0,29.0,1.9,356.0,65
0.0,1.0,1.0,0.02,0.0,80
1.0,2.0,81.0,4.89,213.0,250
0.0,7.0,22.0,0.61,68.0,41
0.0,1.0,23.0,2.74,8.0,75
1.0,3.0,25.0,0.91,64.0,150
0.0,1.0,29.0,1.79,143.0,67
1.0,2.0,54.0,3.56,135.0,175
1.0,1.0,9.0,6.0,6.0,109
1.0,1.0,25.0,0.36,37.0,1000
1.0,2.0,2.0,0.78,92.0,150
1.0,5.0,1.0,0.16,0.0,100
0.0,1.0,7.0,5.38,73.0,90
1.0,4.0,1.0,0.05,0.0,60
0.0,1.0,9.0,0.4,0.0,55
0.0,3.0,64.0,1.05,219.0,100
1.0,2.0,35.0,0.4,36.0,80
1.0,1.0,3.0,0.09,0.0,90
1.0,7.0,3.0,0.47,0.0,175
0.0,1.0,90.0,9.41,254.0,65
0.0,7.0,3.0,0.25,0.0,46
0.0,1.0,245.0,3.41,90.0,53
1.0,4.0,75.0,2.26,48.0,110
0.0,1.0,75.0,4.59,81.0,138
1.0,4.0,52.0,1.31,242.0,199
1.0,2.0,3.0,0.84,85.0,200
1.0,1.0,21.0,0.89,0.0,250
2.0,2.0,37.0,1.09,83.0,250
0.0,2.0,42.0,1.65,0.0,60
1.0,1.0,4.0,0.16,0.0,200
2.0,1.0,126.0,2.94,342.0,45
1.0,2.0,1.0,0.38,0.0,250
0.0,2.0,96.0,5.43,130.0,54
0.0,1.0,9.0,0.46,338.0,129
1.0,3.0,3.0,0.16,0.0,159
1.0,5.0,2.0,0.14,0.0,90
0.0,2.0,6.0,6.0,38.0,35
0.0,2.0,3.0,0.42,161.0,100
2.0,1.0,4.0,2.73,355.0,27
1.0,2.0,24.0,0.56,0.0,300
1.0,4.0,3.0,0.07,0.0,200
1.0,2.0,12.0,0.5,0.0,152
0.0,1.0,27.0,3.45,327.0,179
1.0,1.0,92.0,3.93,33.0,115
0.0,2.0,35.0,2.67,204.0,60
0.0,2.0,6.0,0.28,39.0,100
1.0,2.0,21.0,0.51,13.0,120
0.0,3.0,8.0,1.27,0.0,60
0.0,7.0,2.0,0.05,0.0,55
1.0,2.0,28.0,4.57,99.0,116
1.0,1.0,23.0,4.63,107.0,243
0.0,3.0,1.0,0.09,342.0,70
0.0,1.0,33.0,4.97,151.0,80
0.0,4.0,1.0,0.38,0.0,65
0.0,1.0,5.0,0.86,35.0,29
0.0,6.0,1.0,0.04,0.0,59
0.0,1.0,3.0,0.09,0.0,65
1.0,1.0,3.0,0.12,0.0,99
1.0,2.0,28.0,1.0,0.0,215
1.0,10.0,8.0,0.17,0.0,175
1.0,4.0,18.0,0.98,8.0,380
1.0,2.0,177.0,2.85,112.0,199
1.0,3.0,32.0,0.53,139.0,2300
1.0,1.0,4.0,2.61,97.0,165
0.0,4.0,3.0,0.12,0.0,45
0.0,1.0,6.0,1.49,0.0,99
1.0,2.0,10.0,4.23,218.0,200
0.0,1.0,1.0,0.02,0.0,200
0.0,3.0,20.0,0.43,311.0,57
0.0,2.0,1.0,0.03,0.0,75
1.0,4.0,10.0,2.78,84.0,125
0.0,3.0,5.0,0.14,0.0,55
1.0,2.0,22.0,0.49,365.0,149
0.0,5.0,89.0,2.34,0.0,39
1.0,1.0,3.0,0.07,0.0,2000
0.0,3.0,4.0,0.43,0.0,90
0.0,3.0,11.0,1.45,167.0,69
0.0,1.0,39.0,0.83,297.0,79
1.0,4.0,11.0,0.24,319.0,150
1.0,3.0,3.0,0.79,0.0,200
0.0,4.0,8.0,0.11,7.0,100
1.0,2.0,48.0,3.0,48.0,125
1.0,3.0,45.0,1.06,219.0,60
0.0,2.0,32.0,2.8,348.0,67
0.0,1.0,13.0,1.82,361.0,179
0.0,1.0,6.0,2.43,164.0,50
2.0,1.0,2.0,2.0,88.0,28
0.0,1.0,1.0,0.02,0.0,115
0.0,3.0,3.0,0.19,0.0,99
1.0,7.0,3.0,0.11,0.0,123
0.0,3.0,7.0,1.11,69.0,79
1.0,2.0,44.0,5.55,310.0,100
0.0,7.0,83.0,2.15,171.0,50
0.0,1.0,19.0,1.03,74.0,55
0.0,2.0,2.0,0.19,287.0,55
0.0,2.0,25.0,3.87,19.0,150
0.0,2.0,18.0,3.05,197.0,45
0.0,4.0,1.0,0.04,0.0,60
1.0,3.0,1.0,0.02,0.0,300
0.0,1.0,2.0,0.04,0.0,80
0.0,4.0,87.0,2.01,10.0,90
1.0,4.0,42.0,0.62,0.0,150
1.0,3.0,1.0,0.04,0.0,112
0.0,7.0,22.0,0.98,68.0,60
1.0,7.0,10.0,0.78,0.0,180
1.0,1.0,33.0,1.5,269.0,99
1.0,2.0,3.0,3.0,120.0,479
1.0,3.0,10.0,2.78,5.0,150
0.0,2.0,30.0,2.41,92.0,50
1.0,2.0,16.0,1.51,1.0,120
0.0,3.0,13.0,0.21,0.0,45
1.0,2.0,43.0,3.1,284.0,200
1.0,2.0,27.0,1.46,167.0,95
2.0,1.0,18.0,1.97,52.0,75
1.0,2.0,5.0,0.11,0.0,95
0.0,1.0,20.0,2.83,67.0,115
1.0,2.0,27.0,2.57,128.0,123
1.0,4.0,1.0,0.02,0.0,199
0.0,5.0,2.0,0.09,0.0,75
0.0,1.0,115.0,1.63,359.0,90
1.0,3.0,3.0,3.0,49.0,175
0.0,3.0,10.0,0.45,341.0,80
0.0,1.0,351.0,6.09,0.0,53
1.0,4.0,3.0,0.25,0.0,200
1.0,4.0,6.0,0.37,0.0,75
1.0,2.0,207.0,4.89,20.0,155
1.0,7.0,2.0,1.5,189.0,100
1.0,3.0,10.0,0.23,0.0,175
0.0,7.0,1.0,0.03,179.0,150
1.0,2.0,44.0,2.92,174.0,97
0.0,4.0,7.0,0.12,0.0,119
0.0,1.0,3.0,0.35,0.0,165
1.0,3.0,27.0,1.22,25.0,150
1.0,2.0,51.0,1.87,74.0,94
1.0,2.0,8.0,1.43,342.0,100
0.0,1.0,133.0,7.87,336.0,75
0.0,3.0,19.0,0.33,354.0,99
0.0,2.0,3.0,3.0,2.0,69
1.0,1.0,488.0,8.14,269.0,160
1.0,2.0,5.0,1.35,284.0,241
0.0,1.0,4.0,0.15,0.0,47
1.0,5.0,62.0,1.22,336.0,65
1.0,1.0,12.0,1.83,5.0,66
1.0,3.0,79.0,2.56,300.0,78
1.0,2.0,6.0,0.95,336.0,150
0.0,2.0,1.0,0.03,0.0,57
0.0,1.0,1.0,0.13,66.0,50
0.0,3.0,10.0,0.27,0.0,64
1.0,2.0,8.0,0.4,0.0,128
1.0,4.0,5.0,0.16,0.0,75
1.0,5.0,1.0,0.02,281.0,500
0.0,2.0,3.0,0.06,0.0,65
1.0,1.0,4.0,0.21,0.0,110
0.0,1.0,1.0,1.0,75.0,70
0.0,10.0,1.0,0.14,365.0,60
1.0,1.0,54.0,2.3,0.0,125
1.0,2.0,36.0,1.19,0.0,100
1.0,2.0,2.0,2.0,11.0,131
1.0,2.0,6.0,0.75,0.0,250
1.0,3.0,106.0,1.43,331.0,99
0.0,3.0,1.0,0.16,0.0,130
0.0,1.0,28.0,1.17,328.0,180
1.0,3.0,26.0,0.61,69.0,189
0.0,3.0,1.0,0.09,0.0,30
1.0,4.0,9.0,0.74,6.0,150
0.0,1.0,41.0,1.62,8.0,49
0.0,3.0,11.0,0.64,14.0,58
1.0,2.0,2.0,0.33,0.0,250
1.0,5.0,13.0,0.22,0.0,78
0.0,2.0,7.0,1.11,66.0,120
1.0,2.0,87.0,1.09,0.0,75
0.0,1.0,1.0,0.08,357.0,149
1.0,5.0,10.0,0.49,0.0,175
1.0,4.0,73.0,2.33,228.0,150
1.0,2.0,6.0,6.0,241.0,125
0.0,2.0,82.0,1.53,0.0,90
1.0,3.0,9.0,0.49,34.0,127
2.0,3.0,2.0,1.05,0.0,25
1.0,2.0,1.0,1.0,9.0,200
1.0,7.0,29.0,1.34,237.0,211
0.0,5.0,2.0,0.05,159.0,65
0.0,2.0,8.0,0.29,98.0,64
0.0,1.0,3.0,0.78,150.0,35
0.0,1.0,1.0,0.07,0.0,35
0.0,4.0,15.0,0.32,324.0,50
0.0,2.0,31.0,1.34,0.0,50
1.0,2.0,17.0,2.71,73.0,122
0.0,1.0,2.0,2.0,31.0,105
1.0,7.0,41.0,0.58,45.0,100
0.0,3.0,4.0,0.15,88.0,80
1.0,7.0,2.0,0.14,125.0,110
0.0,7.0,2.0,0.06,364.0,65
1.0,2.0,1.0,1.0,338.0,200
1.0,10.0,3.0,0.09,1.0,89
0.0,3.0,8.0,0.69,125.0,92
0.0,2.0,3.0,3.0,327.0,180
1.0,1.0,11.0,0.18,0.0,190
1.0,3.0,1.0,0.03,0.0,199
0.0,1.0,23.0,1.31,0.0,60
2.0,1.0,59.0,7.47,314.0,70
0.0,1.0,4.0,0.18,0.0,70
1.0,4.0,5.0,0.39,65.0,399
1.0,2.0,16.0,1.32,0.0,120
0.0,5.0,23.0,2.47,255.0,65
0.0,2.0,26.0,2.8,362.0,65
1.0,4.0,10.0,0.17,0.0,349
0.0,2.0,7.0,3.75,180.0,65
1.0,2.0,15.0,1.39,48.0,100
1.0,1.0,53.0,2.2,0.0,60
1.0,4.0,173.0,2.12,258.0,550
0.0,2.0,74.0,2.38,20.0,48
1.0,1.0,14.0,3.59,63.0,90
2.0,1.0,16.0,0.7,365.0,45
1.0,2.0,11.0,3.63,247.0,395
1.0,6.0,13.0,0.16,0.0,350
1.0,2.0,134.0,1.56,56.0,350
1.0,4.0,61.0,2.26,255.0,208
1.0,2.0,136.0,3.46,251.0,169
1.0,1.0,10.0,0.84,224.0,131
1.0,2.0,9.0,0.2,331.0,89
1.0,2.0,38.0,1.51,29.0,99
0.0,1.0,7.0,3.96,45.0,100
1.0,1.0,126.0,4.78,287.0,168
1.0,2.0,54.0,3.17,1.0,140
1.0,5.0,8.0,0.13,363.0,300
1.0,2.0,57.0,1.11,141.0,475
0.0,4.0,2.0,0.06,14.0,60
1.0,1.0,10.0,1.52,322.0,299
1.0,2.0,4.0,0.1,0.0,225
0.0,1.0,19.0,2.7,53.0,55
1.0,3.0,16.0,0.34,1.0,80
0.0,5.0,1.0,0.08,0.0,55
0.0,2.0,36.0,1.6,286.0,40
0.0,1.0,215.0,4.68,232.0,80
0.0,1.0,11.0,0.6,0.0,40
1.0,1.0,14.0,1.92,0.0,259
1.0,5.0,5.0,0.09,89.0,310
1.0,2.0,122.0,2.15,362.0,180
1.0,3.0,8.0,0.63,12.0,95
1.0,2.0,110.0,2.81,271.0,99
0.0,1.0,1.0,0.21,61.0,50
0.0,1.0,38.0,0.84,0.0,50
1.0,2.0,8.0,0.18,0.0,161
0.0,1.0,297.0,5.92,271.0,67
0.0,1.0,24.0,2.47,351.0,41
0.0,2.0,228.0,3.07,53.0,125
0.0,5.0,72.0,2.93,316.0,69
1.0,3.0,21.0,0.6,3.0,160
1.0,2.0,79.0,1.62,143.0,220
0.0,4.0,11.0,2.02,46.0,87
1.0,3.0,133.0,2.64,336.0,168
0.0,7.0,11.0,0.24,0.0,60
1.0,5.0,22.0,1.93,60.0,80
0.0,2.0,5.0,0.74,0.0,95
2.0,2.0,2.0,2.0,34.0,35
0.0,1.0,2.0,0.04,0.0,113
0.0,1.0,15.0,2.38,45.0,44
0.0,2.0,1.0,0.05,0.0,90
0.0,2.0,19.0,1.03,177.0,53
0.0,2.0,39.0,0.86,99.0,38
0.0,1.0,40.0,1.63,43.0,49
1.0,7.0,19.0,0.32,24.0,150
0.0,3.0,1.0,0.38,24.0,380
1.0,4.0,1.0,0.02,0.0,110
1.0,3.0,5.0,0.24,0.0,115
2.0,3.0,1.0,0.14,88.0,32
1.0,3.0,146.0,2.08,282.0,179
2.0,1.0,236.0,4.63,56.0,38
1.0,5.0,1.0,0.03,0.0,140
2.0,2.0,117.0,1.53,303.0,56
0.0,3.0,88.0,5.42,137.0,80
1.0,2.0,8.0,0.82,0.0,115
0.0,1.0,33.0,1.93,8.0,39
1.0,2.0,23.0,1.18,0.0,150
0.0,2.0,4.0,0.63,36.0,75
0.0,1.0,62.0,2.58,258.0,79
0.0,2.0,3.0,0.11,0.0,58
1.0,2.0,4.0,0.92,0.0,118
0.0,3.0,1.0,0.03,0.0,69
0.0,4.0,17.0,0.65,17.0,45
0.0,3.0,3.0,0.14,0.0,65
0.0,2.0,7.0,0.46,0.0,40
0.0,1.0,41.0,1.61,334.0,141
2.0,1.0,9.0,5.51,8.0,13
1.0,1.0,52.0,1.26,7.0,150
1.0,2.0,2.0,0.16,360.0,215
1.0,7.0,31.0,1.67,67.0,140
1.0,4.0,12.0,0.2,359.0,290
1.0,5.0,28.0,0.82,355.0,120
1.0,2.0,14.0,2.27,279.0,300
1.0,2.0,52.0,0.65,30.0,99
0.0,1.0,1.0,0.01,0.0,100
1.0,3.0,33.0,0.76,178.0,800
1.0,2.0,2.0,0.06,0.0,120
0.0,1.0,7.0,1.08,126.0,55
0.0,2.0,18.0,2.62,60.0,85
0.0,1.0,4.0,0.17,0.0,57
1.0,10.0,2.0,0.04,0.0,130
0.0,1.0,2.0,0.26,311.0,100
0.0,5.0,4.0,0.23,0.0,55
1.0,3.0,9.0,0.19,0.0,160
1.0,1.0,18.0,0.28,30.0,400
0.0,2.0,26.0,2.39,0.0,59
1.0,4.0,5.0,0.55,289.0,375
1.0,3.0,76.0,2.54,71.0,349
0.0,1.0,4.0,4.0,7.0,62
1.0,4.0,5.0,0.26,0.0,125
1.0,3.0,10.0,0.21,0.0,84
1.0,5.0,26.0,0.28,0.0,250
0.0,2.0,41.0,2.46,362.0,60
1.0,4.0,44.0,0.92,335.0,270
0.0,4.0,12.0,1.78,62.0,50
0.0,2.0,57.0,3.08,354.0,190
1.0,4.0,12.0,0.6,0.0,128
1.0,1.0,2.0,0.05,0.0,120
0.0,3.0,7.0,0.15,10.0,89
1.0,1.0,90.0,4.76,326.0,200
1.0,1.0,45.0,0.62,111.0,300
1.0,1.0,35.0,2.18,356.0,120
1.0,5.0,13.0,0.37,0.0,115
2.0,5.0,63.0,0.91,19.0,75
1.0,1.0,50.0,5.75,8.0,155
0.0,2.0,3.0,0.09,365.0,220
0.0,1.0,109.0,1.11,364.0,95
1.0,4.0,7.0,0.23,0.0,195
1.0,3.0,5.0,0.63,0.0,290
1.0,3.0,4.0,0.9,0.0,90
2.0,1.0,4.0,2.03,71.0,28
1.0,2.0,5.0,0.25,4.0,250
0.0,2.0,2.0,0.07,0.0,39
1.0,1.0,2.0,0.05,0.0,100
0.0,1.0,74.0,5.15,0.0,50
1.0,2.0,14.0,0.73,9.0,125
1.0,3.0,28.0,1.45,66.0,85
1.0,4.0,44.0,2.66,249.0,175
0.0,1.0,2.0,0.05,0.0,80
0.0,2.0,4.0,0.15,0.0,90
0.0,2.0,79.0,1.22,52.0,49
1.0,1.0,72.0,3.65,52.0,378
1.0,3.0,34.0,2.58,119.0,99
1.0,2.0,3.0,0.47,0.0,130
1.0,2.0,23.0,2.04,2.0,180
2.0,1.0,7.0,4.04,363.0,75
1.0,7.0,3.0,0.49,10.0,179
0.0,7.0,4.0,0.12,0.0,60
1.0,3.0,32.0,3.12,78.0,172
1.0,2.0,15.0,0.61,0.0,196
0.0,3.0,13.0,0.88,0.0,100
0.0,2.0,44.0,1.91,77.0,75
0.0,2.0,69.0,2.08,60.0,65
1.0,5.0,13.0,1.89,8.0,81
0.0,5.0,35.0,0.44,1.0,52
0.0,1.0,1.0,0.07,365.0,159
1.0,3.0,5.0,0.19,0.0,150
0.0,1.0,1.0,0.02,0.0,75
1.0,3.0,11.0,0.87,1.0,295
2.0,1.0,12.0,1.89,86.0,35
0.0,1.0,6.0,0.71,0.0,50
1.0,3.0,1.0,0.03,0.0,45
0.0,1.0,77.0,3.68,0.0,85
0.0,7.0,1.0,0.07,0.0,40
0.0,1.0,142.0,3.1,164.0,90
1.0,4.0,2.0,0.15,66.0,200
0.0,1.0,6.0,1.86,79.0,41
0.0,1.0,1.0,0.05,0.0,34
1.0,3.0,5.0,0.74,0.0,165
0.0,2.0,14.0,0.55,0.0,89
1.0,4.0,6.0,0.16,0.0,110
1.0,4.0,9.0,0.18,0.0,105
1.0,4.0,2.0,0.15,0.0,114
1.0,2.0,95.0,4.13,105.0,65
0.0,1.0,12.0,9.47,233.0,50
0.0,7.0,171.0,1.84,144.0,85
1.0,2.0,26.0,2.17,2.0,295
0.0,4.0,33.0,0.57,292.0,39
0.0,3.0,16.0,0.59,333.0,149
1.0,1.0,8.0,4.0,238.0,110
0.0,2.0,55.0,2.31,318.0,62
1.0,3.0,3.0,0.09,0.0,86
0.0,6.0,6.0,0.65,225.0,54
1.0,3.0,45.0,3.8,219.0,186
1.0,4.0,6.0,0.61,4.0,200
0.0,3.0,176.0,3.39,253.0,123
1.0,6.0,35.0,2.48,0.0,170
0.0,1.0,1.0,0.02,0.0,105
0.0,2.0,87.0,2.32,0.0,47
1.0,3.0,56.0,2.01,18.0,145
0.0,2.0,88.0,5.69,107.0,79
0.0,5.0,4.0,0.11,0.0,95
0.0,2.0,15.0,1.28,335.0,95
0.0,5.0,91.0,2.07,279.0,100
0.0,10.0,2.0,0.1,0.0,60
1.0,3.0,70.0,2.58,89.0,150
0.0,1.0,2.0,0.05,0.0,48
1.0,1.0,65.0,2.16,1.0,100
1.0,3.0,24.0,0.41,251.0,383
1.0,1.0,102.0,1.85,243.0,100
1.0,3.0,111.0,3.53,155.0,265
1.0,3.0,25.0,0.58,0.0,300
0.0,1.0,34.0,0.88,49.0,80
0.0,1.0,6.0,2.22,180.0,119
0.0,3.0,46.0,1.91,197.0,90
0.0,1.0,9.0,3.38,176.0,39
0.0,1.0,14.0,0.4,90.0,180
0.0,2.0,1.0,0.09,0.0,75
0.0,3.0,64.0,1.15,0.0,97
0.0,3.0,18.0,1.78,298.0,50
0.0,2.0,1.0,0.03,0.0,70
0.0,1.0,13.0,7.5,316.0,60
0.0,3.0,66.0,3.05,251.0,55
0.0,1.0,60.0,2.91,188.0,90
0.0,2.0,53.0,5.26,13.0,52
1.0,6.0,39.0,0.47,258.0,87
0.0,2.0,2.0,0.09,0.0,75
1.0,2.0,43.0,1.19,299.0,85
1.0,2.0,6.0,0.92,83.0,165
0.0,4.0,12.0,0.19,0.0,95
1.0,7.0,14.0,0.67,9.0,300
0.0,1.0,1.0,1.0,51.0,50
1.0,1.0,7.0,0.93,1.0,75
0.0,1.0,4.0,1.79,22.0,80
1.0,1.0,1.0,0.1,195.0,175
2.0,2.0,2.0,0.11,0.0,70
1.0,7.0,6.0,0.11,0.0,100
1.0,3.0,6.0,0.25,0.0,150
0.0,2.0,2.0,0.1,365.0,69
0.0,6.0,2.0,0.32,0.0,70
0.0,3.0,3.0,0.1,244.0,49
0.0,2.0,100.0,2.12,284.0,49
0.0,1.0,8.0,0.15,0.0,30
0.0,1.0,47.0,2.8,364.0,129
0.0,4.0,4.0,0.38,188.0,65
0.0,2.0,12.0,0.24,0.0,75
2.0,1.0,43.0,0.61,9.0,75
1.0,5.0,1.0,0.04,0.0,80
0.0,1.0,66.0,3.54,51.0,68
1.0,2.0,15.0,2.02,174.0,130
0.0,7.0,35.0,1.29,145.0,50
0.0,5.0,2.0,0.08,0.0,45
1.0,2.0,7.0,0.09,0.0,260
1.0,3.0,10.0,0.62,22.0,300
0.0,7.0,5.0,0.29,0.0,45
0.0,1.0,4.0,0.14,0.0,125
0.0,2.0,4.0,1.85,169.0,100
0.0,1.0,87.0,2.97,83.0,96
0.0,1.0,42.0,5.04,61.0,90
0.0,1.0,159.0,2.89,280.0,69
1.0,3.0,3.0,2.37,308.0,180
1.0,4.0,1.0,0.07,21.0,200
0.0,1.0,136.0,3.05,200.0,49
1.0,3.0,10.0,0.21,0.0,150
1.0,2.0,1.0,0.04,0.0,100
1.0,1.0,3.0,0.33,0.0,225
0.0,3.0,3.0,0.09,0.0,70
1.0,6.0,8.0,0.36,0.0,125
0.0,3.0,97.0,2.9,272.0,64
0.0,4.0,6.0,1.7,0.0,80
0.0,2.0,11.0,1.31,282.0,65
1.0,3.0,6.0,0.16,12.0,270
0.0,1.0,1.0,0.02,0.0,64
1.0,1.0,2.0,0.91,362.0,95
1.0,2.0,34.0,1.11,180.0,300
1.0,1.0,2.0,0.05,365.0,2400
1.0,1.0,15.0,0.22,194.0,159
1.0,3.0,2.0,1.3,1.0,225
1.0,2.0,17.0,0.23,23.0,150
0.0,2.0,37.0,3.94,18.0,72
0.0,3.0,1.0,0.05,0.0,72
0.0,2.0,3.0,1.84,1.0,61
1.0,5.0,28.0,0.7,347.0,115
0.0,1.0,63.0,5.34,293.0,125
0.0,5.0,32.0,0.71,312.0,105
0.0,2.0,1.0,0.02,0.0,60
0.0,1.0,127.0,2.25,52.0,50
0.0,1.0,17.0,3.92,161.0,55
1.0,3.0,2.0,1.33,13.0,300
0.0,2.0,13.0,1.29,238.0,80
1.0,2.0,4.0,0.86,0.0,79
0.0,1.0,10.0,1.26,0.0,90
1.0,2.0,3.0,1.34,175.0,250
1.0,2.0,9.0,0.24,0.0,275
0.0,2.0,24.0,0.58,0.0,85
1.0,2.0,2.0,0.64,0.0,120
0.0,4.0,1.0,0.08,0.0,55
1.0,4.0,1.0,0.02,0.0,190
1.0,1.0,146.0,3.85,252.0,89
2.0,3.0,15.0,0.2,365.0,50
0.0,2.0,1.0,1.0,327.0,159
0.0,3.0,73.0,1.19,359.0,89
1.0,3.0,95.0,3.52,63.0,99
